2001,109,110,121,122,269,270,123,124
2002,109,110,121,122,269,270,249,250
2003,109,110,267,268,269,270,249,250
2004,109,110,121,122,269,270,123,124
2005,121,122,267,268,269,270,249,250
2006,121,122,267,268,269,270,109,110
2007,109,110,121,122,269,270,123,124
2008,109,110,121,122,267,268,123,124
2009,109,110,121,122,269,270,123,124
2010,109,110,121,122,269,270,123,124
2011,109,110,267,268,269,270,249,250
2012,109,110,121,122,269,270,123,124
2013,109,110,121,122,269,270,123,124
2014,109,110,121,122,269,270,123,124
2015,109,110,121,122,269,270,267,268
2016,109,110,267,268,269,270,121,122
2017,121,122,267,268,269,270,109,110
2018,109,110,121,122,269,270,123,124
2019,109,110,267,268,269,270,123,124
2020,121,122,267,268,269,270,249,250
2021,121,122,267,268,269,270,249,250
2022,109,110,121,122,269,270,123,124
2023,109,110,121,122,267,268,249,250
2024,109,110,267,268,269,270,249,250
2025,109,110,121,122,269,270,123,124
2026,121,122,267,268,269,270,109,110
2027,109,110,121,122,267,268,123,124
2028,109,110,121,122,269,270,123,124
2029,121,122,267,268,269,270,109,110
2030,109,110,121,122,269,270,123,124
2031,109,110,121,122,269,270,123,124
2032,109,110,267,268,269,270,121,122
2033,109,110,121,122,269,270,123,124
2034,109,110,121,122,269,270,123,124
2035,109,110,267,268,269,270,249,250
2036,109,110,267,268,269,270,249,250
2037,109,110,267,268,269,270,249,250
2038,121,122,267,268,269,270,109,110
2039,109,110,121,122,269,270,123,124
2040,109,110,121,122,269,270,123,124
2041,109,110,121,122,267,268,249,250
2042,109,110,267,268,269,270,123,124
2043,109,110,121,122,269,270,267,268
2044,109,110,121,122,269,270,123,124
2045,109,110,121,122,269,270,123,124
2046,109,110,267,268,269,270,249,250
2047,121,122,267,268,269,270,123,124
2048,109,110,121,122,269,270,123,124
2049,109,110,267,268,269,270,123,124
2050,121,122,267,268,269,270,123,124
2051,121,122,267,268,269,270,109,110
2052,121,122,267,268,269,270,109,110
2053,109,110,121,122,269,270,123,124
2054,109,110,121,122,269,270,123,124
2055,109,110,121,122,269,270,123,124
2056,109,110,267,268,269,270,249,250
2057,121,122,267,268,269,270,249,250
2058,109,110,267,268,269,270,123,124
2059,109,110,267,268,269,270,123,124
2060,109,110,267,268,269,270,249,250
2061,109,110,267,268,269,270,121,122
2062,109,110,121,122,269,270,123,124
2063,109,110,121,122,269,270,249,250
2064,109,110,267,268,269,270,249,250
2065,109,110,267,268,269,270,123,124
2066,109,110,267,268,269,270,123,124
2067,109,110,267,268,269,270,121,122
2068,109,110,267,268,269,270,121,122
2069,109,110,267,268,269,270,121,122
2070,109,110,267,268,269,270,123,124
2071,109,110,121,122,269,270,123,124
2072,121,122,267,268,269,270,249,250
2073,109,110,121,122,269,270,123,124
2074,109,110,121,122,269,270,123,124
2075,121,122,267,268,269,270,123,124
2076,109,110,267,268,269,270,121,122
2077,109,110,267,268,269,270,121,122
2078,121,122,267,268,269,270,123,124
2079,109,110,121,122,269,270,123,124
2080,109,110,121,122,269,270,267,268
2081,109,110,267,268,269,270,121,122
2082,109,110,267,268,269,270,123,124
2083,109,110,267,268,269,270,121,122
2084,109,110,267,268,269,270,121,122
2085,109,110,267,268,269,270,121,122
2086,109,110,121,122,269,270,123,124
2087,109,110,267,268,269,270,249,250
2088,109,110,267,268,269,270,249,250
2089,121,122,267,268,269,270,249,250
2090,109,110,267,268,269,270,249,250
2091,109,110,267,268,269,270,249,250
2092,121,122,267,268,269,270,123,124
2093,109,110,267,268,269,270,121,122
2094,121,122,267,268,269,270,123,124
2095,109,110,121,122,269,270,123,124
2096,121,122,267,268,269,270,109,110
2097,109,110,121,122,269,270,267,268
2098,109,110,121,122,267,268,249,250
2099,121,122,267,268,269,270,109,110
2100,109,110,267,268,269,270,249,250
2101,109,110,121,122,269,270,123,124
2102,109,110,121,122,267,268,249,250
2103,109,110,121,122,267,268,123,124
2104,121,122,267,268,269,270,249,250
2105,109,110,121,122,269,270,123,124
2106,121,122,267,268,269,270,249,250
2107,109,110,267,268,269,270,249,250
2108,109,110,121,122,269,270,267,268
2109,109,110,121,122,267,268,249,250
2110,109,110,267,268,269,270,123,124
2111,109,110,267,268,269,270,249,250
2112,109,110,267,268,269,270,249,250
2113,109,110,267,268,269,270,249,250
2114,109,110,267,268,269,270,249,250
2115,109,110,267,268,269,270,249,250
2116,121,122,267,268,269,270,109,110
2117,109,110,267,268,269,270,249,250
2118,109,110,267,268,269,270,249,250
2119,109,110,267,268,269,270,123,124
2120,109,110,267,268,269,270,123,124
2121,109,110,267,268,269,270,123,124
2122,109,110,121,122,269,270,123,124
2123,109,110,267,268,269,270,121,122
2124,109,110,267,268,269,270,249,250
2125,109,110,267,268,269,270,249,250
2126,109,110,121,122,269,270,123,124
2127,109,110,121,122,267,268,249,250
2128,109,110,121,122,269,270,249,250
2129,109,110,267,268,269,270,249,250
2130,109,110,267,268,269,270,249,250
2131,109,110,267,268,269,270,249,250
2132,109,110,267,268,269,270,249,250
2133,109,110,267,268,269,270,123,124
2134,109,110,121,122,269,270,123,124
2135,109,110,267,268,269,270,123,124
2136,109,110,267,268,269,270,249,250
2137,109,110,121,122,269,270,123,124
2138,109,110,121,122,269,270,267,268
2139,109,110,267,268,269,270,249,250
2140,109,110,267,268,269,270,121,122
2141,109,110,267,268,269,270,249,250
2142,109,110,267,268,269,270,249,250
2143,121,122,267,268,269,270,123,124
2144,109,110,267,268,269,270,123,124
2145,109,110,267,268,269,270,249,250
2146,109,110,267,268,269,270,121,122
2147,109,110,121,122,267,268,249,250
2148,109,110,121,122,269,270,267,268
2149,121,122,267,268,269,270,109,110
2150,121,122,267,268,269,270,109,110
2151,109,110,267,268,269,270,121,122
2152,109,110,267,268,269,270,249,250
2153,109,110,121,122,269,270,267,268
2154,109,110,121,122,269,270,249,250
2155,109,110,267,268,269,270,121,122
2156,109,110,267,268,269,270,121,122
2157,121,122,267,268,269,270,109,110
2158,109,110,267,268,269,270,249,250
2159,109,110,267,268,269,270,123,124
2160,121,122,267,268,269,270,249,250
2161,109,110,267,268,269,270,123,124
2162,109,110,267,268,269,270,121,122
2163,109,110,267,268,269,270,249,250
2164,109,110,267,268,269,270,123,124
